		strain AcoPra	Frankia alni ACN14a	Frankia sp. QA3	Frankia torreyi ACN1ag	Frankia alni AvcI1	Frankia torreyi CpI1-S	Candidatus Frankia alpina AvVan	Frankia canadensi ARgP5	Candidatus Frankia nodulisporulans AgTrS	Candidatus Frankia alpina AiOr	Candidatus Frankia nodulisporulans AgUmASt1	Candidatus Frankia nodulisporulans AgUmASH1	Frankia casuarinae CcI3	Frankia casuarinae CcI6	Frankia casuarinae Thr	Frankia casuarinae CeD	Frankia casuarinae Allo2	Frankia casuarinae BR	Frankia casuarinae KB5	Candidatus Frankia californiensis Dg2	Candidatus Frankia datiscae Dg1	Frankia coriaria BMG5.1	Frankia meridionalis Cppng1	Frankia sp. EAN1pec	Frankia sp. EUN1f	Frankia discariae BCU110501	Frankia elaeagni BMG5.12	Frankia irregularis G2	Frankia soli NRRL B-16219	Frankia inefficax EuI1c	Frankia saprophytica CN3	Frankia sp. DC12	Frankia asymbiotica M16386
33_frankia_FAM006821	>GCF_000058485.1_WP_011602480.1 MULTISPECIES: fused response regulator/phosphatase [Frankia]	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1
33_frankia_FAM006822	>GCF_000058485.1_WP_011602491.1 alpha/beta hydrolase [Frankia alni]	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
33_frankia_FAM006823	>GCF_000058485.1_WP_011602532.1 hypothetical protein [Frankia alni]	0	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM006828	>GCF_000058485.1_WP_011602614.1 ABC transporter permease subunit [Frankia alni]	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
33_frankia_FAM006829	>GCF_000058485.1_WP_011602616.1 ABC transporter permease subunit [Frankia alni]	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
33_frankia_FAM006830	>GCF_000058485.1_WP_011602660.1 amidohydrolase/deacetylase family metallohydrolase [Frankia alni]	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
33_frankia_FAM006831	>GCF_000058485.1_WP_011602662.1 bacterioferritin [Frankia alni]	0	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM006832	>GCF_000058485.1_WP_011602799.1 MULTISPECIES: helix-turn-helix domain-containing protein [Frankia]	0	1	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM006833	>GCF_000058485.1_WP_011602813.1 pentapeptide repeat-containing protein [Frankia alni]	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM006834	>GCF_000058485.1_WP_011602814.1 sulfite exporter TauE/SafE family protein [Frankia alni]	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
33_frankia_FAM006837	>GCF_000058485.1_WP_011602841.1 TIGR01458 family HAD-type hydrolase [Frankia alni]	0	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
33_frankia_FAM006838	>GCF_000058485.1_WP_011602858.1 DUF1446 domain-containing protein [Frankia alni]	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0
33_frankia_FAM006840	>GCF_000058485.1_WP_011602873.1 hypothetical protein [Frankia alni]	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM006841	>GCF_000058485.1_WP_011602874.1 hypothetical protein [Frankia alni]	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM006842	>GCF_000058485.1_WP_011602880.1 hypothetical protein [Frankia alni]	0	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
33_frankia_FAM006843	>GCF_000058485.1_WP_011602895.1 HAD family hydrolase [Frankia alni]	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1
33_frankia_FAM006848	>GCF_000058485.1_WP_011603064.1 type III glutamate--ammonia ligase [Frankia alni]	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	1
33_frankia_FAM006849	>GCF_000058485.1_WP_011603067.1 FMN-binding glutamate synthase family protein [Frankia alni]	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	1
33_frankia_FAM006850	>GCF_000058485.1_WP_011603069.1 cupin domain-containing protein [Frankia alni]	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	1
33_frankia_FAM006851	>GCF_000058485.1_WP_011603077.1 hypothetical protein [Frankia alni]	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM006852	>GCF_000058485.1_WP_011603119.1 hypothetical protein [Frankia alni]	0	1	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
33_frankia_FAM006854	>GCF_000058485.1_WP_011603150.1 hypothetical protein [Frankia alni]	0	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
33_frankia_FAM006855	>GCF_000058485.1_WP_011603152.1 2-hydroxyacid dehydrogenase [Frankia alni]	0	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	1	1	1	1
33_frankia_FAM006856	>GCF_000058485.1_WP_011603160.1 MULTISPECIES: hypothetical protein [Frankia]	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM006857	>GCF_000058485.1_WP_011603210.1 hypothetical protein [Frankia alni]	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
33_frankia_FAM006858	>GCF_000058485.1_WP_011603215.1 glycosyltransferase [Frankia alni]	0	1	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	1	1	0	1
33_frankia_FAM006861	>GCF_000058485.1_WP_011603354.1 MULTISPECIES: hypothetical protein [Frankia]	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM006865	>GCF_000058485.1_WP_011603471.1 FUSC family protein [Frankia alni]	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	1
33_frankia_FAM006866	>GCF_000058485.1_WP_011603475.1 MULTISPECIES: formyltetrahydrofolate deformylase [Frankia]	0	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1	1	1	2	1	1
33_frankia_FAM006867	>GCF_000058485.1_WP_011603514.1 AraC family transcriptional regulator [Frankia alni]	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
33_frankia_FAM006868	>GCF_000058485.1_WP_011603518.1 helix-turn-helix transcriptional regulator [Frankia alni]	0	1	1	1	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM006869	>GCF_000058485.1_WP_011603523.1 TetR family transcriptional regulator [Frankia alni]	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM006870	>GCF_000058485.1_WP_011603525.1 MULTISPECIES: alpha/beta hydrolase [Frankia]	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
33_frankia_FAM006871	>GCF_000058485.1_WP_011603527.1 prolyl oligopeptidase family serine peptidase [Frankia alni]	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
33_frankia_FAM006874	>GCF_000058485.1_WP_011603564.1 DUF1707 and DUF2154 domain-containing protein [Frankia alni]	0	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM006875	>GCF_000058485.1_WP_011603586.1 nitroreductase family protein [Frankia alni]	0	1	1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
33_frankia_FAM006876	>GCF_000058485.1_WP_011603610.1 TetR/AcrR family transcriptional regulator [Frankia alni]	0	2	2	2	2	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM006877	>GCF_000058485.1_WP_011603618.1 GNAT family N-acetyltransferase [Frankia alni]	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
33_frankia_FAM006879	>GCF_000058485.1_WP_011603626.1 MULTISPECIES: hypothetical protein [Frankia]	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM006880	>GCF_000058485.1_WP_011603627.1 hypothetical protein [Frankia alni]	0	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM006881	>GCF_000058485.1_WP_011603642.1 AAA family ATPase [Frankia alni]	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM006888	>GCF_000058485.1_WP_011603698.1 MULTISPECIES: LmbU family transcriptional regulator [Frankia]	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM006897	>GCF_000058485.1_WP_011603759.1 hypothetical protein [Frankia alni]	0	1	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
33_frankia_FAM006919	>GCF_000058485.1_WP_011603880.1 hypothetical protein [Frankia alni]	0	1	0	2	2	0	1	1	0	1	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM006941	>GCF_000058485.1_WP_011603979.1 CoA transferase [Frankia alni]	0	3	2	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
33_frankia_FAM006942	>GCF_000058485.1_WP_011604038.1 cupin domain-containing protein [Frankia alni]	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0
33_frankia_FAM006945	>GCF_000058485.1_WP_011604072.1 cysteine hydrolase [Frankia alni]	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM006948	>GCF_000058485.1_WP_011604104.1 MULTISPECIES: NAD(P)-dependent oxidoreductase [Frankia]	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM006949	>GCF_000058485.1_WP_011604107.1 type VII secretion protein EccB [Frankia alni]	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
33_frankia_FAM006950	>GCF_000058485.1_WP_011604108.1 MULTISPECIES: WXG100 family type VII secretion target [Frankia]	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0
33_frankia_FAM006951	>GCF_000058485.1_WP_011604109.1 MULTISPECIES: hypothetical protein [Frankia]	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0
33_frankia_FAM006952	>GCF_000058485.1_WP_011604110.1 hypothetical protein [Frankia alni]	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
33_frankia_FAM006953	>GCF_000058485.1_WP_011604111.1 hypothetical protein [Frankia alni]	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0
33_frankia_FAM006954	>GCF_000058485.1_WP_011604112.1 YbaB/EbfC family nucleoid-associated protein [Frankia alni]	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0
33_frankia_FAM006955	>GCF_000058485.1_WP_011604113.1 hypothetical protein [Frankia alni]	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0
33_frankia_FAM006957	>GCF_000058485.1_WP_011604116.1 AAA family ATPase [Frankia alni]	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0
33_frankia_FAM006962	>GCF_000058485.1_WP_011604131.1 DUF2236 domain-containing protein [Frankia alni]	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM006963	>GCF_000058485.1_WP_011604144.1 amino acid permease [Frankia alni]	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	1
33_frankia_FAM006964	>GCF_000058485.1_WP_011604150.1 NADPH-dependent oxidoreductase [Frankia alni]	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0
33_frankia_FAM006965	>GCF_000058485.1_WP_011604154.1 radical SAM protein [Frankia alni]	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
33_frankia_FAM006967	>GCF_000058485.1_WP_011604160.1 MULTISPECIES: LysE family translocator [Frankia]	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	3	2
33_frankia_FAM006968	>GCF_000058485.1_WP_011604162.1 hemerythrin domain-containing protein [Frankia alni]	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
33_frankia_FAM006971	>GCF_000058485.1_WP_011604184.1 TetR/AcrR family transcriptional regulator [Frankia alni]	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM006974	>GCF_000058485.1_WP_011604209.1 nuclear transport factor 2 family protein [Frankia alni]	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM006975	>GCF_000058485.1_WP_011604235.1 hypothetical protein [Frankia alni]	0	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM006976	>GCF_000058485.1_WP_011604237.1 MULTISPECIES: TetR family transcriptional regulator [Frankia]	0	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM006977	>GCF_000058485.1_WP_011604251.1 MULTISPECIES: hypothetical protein [Frankia]	0	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM006978	>GCF_000058485.1_WP_011604252.1 phenylacetate-CoA oxygenase subunit PaaI [Frankia alni]	0	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM006979	>GCF_000058485.1_WP_011604257.1 phenylacetate--CoA ligase family protein [Frankia alni]	0	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM006980	>GCF_000058485.1_WP_011604260.1 MULTISPECIES: MaoC family dehydratase N-terminal domain-containing protein [Frankia]	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM006982	>GCF_000058485.1_WP_011604279.1 acetoacetate decarboxylase family protein [Frankia alni]	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM006983	>GCF_000058485.1_WP_011604291.1 MULTISPECIES: cysteine hydrolase [Frankia]	0	4	4	4	4	4	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	1
33_frankia_FAM006985	>GCF_000058485.1_WP_011604370.1 MULTISPECIES: nuclear transport factor 2 family protein [Frankia]	0	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM006986	>GCF_000058485.1_WP_011604372.1 FAD-dependent monooxygenase [Frankia alni]	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM006989	>GCF_000058485.1_WP_011604397.1 GNAT family N-acetyltransferase [Frankia alni]	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
33_frankia_FAM006990	>GCF_000058485.1_WP_011604398.1 DUF4062 domain-containing protein [Frankia alni]	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM006992	>GCF_000058485.1_WP_011604415.1 hypothetical protein [Frankia alni]	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM006993	>GCF_000058485.1_WP_011604417.1 hypothetical protein [Frankia alni]	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0
33_frankia_FAM006994	>GCF_000058485.1_WP_011604418.1 two-component system sensor kinase [Frankia alni]	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM006995	>GCF_000058485.1_WP_011604419.1 Hsp70 family protein [Frankia alni]	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
33_frankia_FAM006996	>GCF_000058485.1_WP_011604436.1 DUF4397 domain-containing protein [Frankia alni]	0	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
33_frankia_FAM006998	>GCF_000058485.1_WP_011604442.1 glutamate--cysteine ligase [Frankia alni]	0	1	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0
33_frankia_FAM007000	>GCF_000058485.1_WP_011604464.1 SAM-dependent DNA methyltransferase [Frankia alni]	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
33_frankia_FAM007006	>GCF_000058485.1_WP_011604525.1 hypothetical protein [Frankia alni]	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM007007	>GCF_000058485.1_WP_011604526.1 hypothetical protein [Frankia alni]	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM007008	>GCF_000058485.1_WP_011604536.1 MULTISPECIES: nuclear transport factor 2 family protein [Frankia]	0	1	1	2	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
33_frankia_FAM007009	>GCF_000058485.1_WP_011604548.1 Rieske 2Fe-2S domain-containing protein [Frankia alni]	0	1	1	1	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM007010	>GCF_000058485.1_WP_011604549.1 MULTISPECIES: OB-fold domain-containing protein [Frankia]	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM007011	>GCF_000058485.1_WP_011604551.1 hypothetical protein [Frankia alni]	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM007012	>GCF_000058485.1_WP_011604552.1 MULTISPECIES: VOC family protein [Frankia]	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM007013	>GCF_000058485.1_WP_011604574.1 MULTISPECIES: nuclear transport factor 2 family protein [Frankia]	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM007014	>GCF_000058485.1_WP_011604575.1 MULTISPECIES: flavin reductase [Frankia]	0	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM007015	>GCF_000058485.1_WP_011604581.1 nitronate monooxygenase [Frankia alni]	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	2	0	2	3	1	6
33_frankia_FAM007017	>GCF_000058485.1_WP_011604630.1 VOC family protein [Frankia alni]	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM007018	>GCF_000058485.1_WP_011604631.1 MULTISPECIES: TetR/AcrR family transcriptional regulator [Frankia]	0	3	3	2	3	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM007019	>GCF_000058485.1_WP_011604643.1 Rieske 2Fe-2S domain-containing protein [Frankia alni]	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	1
33_frankia_FAM007020	>GCF_000058485.1_WP_011604645.1 MULTISPECIES: acyl-CoA dehydrogenase [Frankia]	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
33_frankia_FAM007021	>GCF_000058485.1_WP_011604657.1 OB-fold domain-containing protein [Frankia alni]	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM007022	>GCF_000058485.1_WP_011604661.1 hypothetical protein [Frankia alni]	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
33_frankia_FAM007023	>GCF_000058485.1_WP_011604663.1 CoA transferase [Frankia alni]	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
33_frankia_FAM007024	>GCF_000058485.1_WP_011604665.1 MULTISPECIES: TetR/AcrR family transcriptional regulator [Frankia]	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	2	0	2
33_frankia_FAM007025	>GCF_000058485.1_WP_011604667.1 TetR family transcriptional regulator [Frankia alni]	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM007026	>GCF_000058485.1_WP_011604679.1 nuclear transport factor 2 family protein [Frankia alni]	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM007029	>GCF_000058485.1_WP_011604697.1 Gfo/Idh/MocA family oxidoreductase [Frankia alni]	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM007030	>GCF_000058485.1_WP_011604698.1 TetR family transcriptional regulator [Frankia alni]	0	2	2	2	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM007035	>GCF_000058485.1_WP_011604750.1 winged helix-turn-helix transcriptional regulator [Frankia alni]	0	1	2	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
33_frankia_FAM007036	>GCF_000058485.1_WP_011604754.1 hypothetical protein [Frankia alni]	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_frankia_FAM007043	>GCF_000058485.1_WP_011604808.1 MULTISPECIES: hypothetical protein [Frankia]	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0
33_frankia_FAM007047	>GCF_000058485.1_WP_011604840.1 MULTISPECIES: methyltransferase domain-containing protein [Frankia]	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	1
33_frankia_FAM007048	>GCF_000058485.1_WP_011604843.1 TetR/AcrR family transcriptional regulator [Frankia alni]	0	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
33_frankia_FAM007049	>GCF_000058485.1_WP_011604855.1 MULTISPECIES: hypothetical protein [Frankia]	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
33_frankia_FAM007052	>GCF_000058485.1_WP_011604876.1 MULTISPECIES: hypothetical protein [Frankia]	0	1	0	2	1	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
