AmpId	SequenceId	PositionInSequence	Length
3588_18_amp_18	Ia_30_6268C00063.1	107571	651
3588_18_amp_19	Ia_31_6270C00008.1	94248	651
471_5_amp_1	IV_17_22599C00038.1	4121	630
471_5_amp_2	IV_18_22602C00741.1	4341	630
471_5_amp_3	I_35_18770C00007.1	7049	630
471_5_amp_4	I_38_22827C00002.1	15393	630
471_5_amp_5	I_4_22608C00099.1	7600	630
471_5_amp_6	Ia_21_284.1	5010810	630
471_5_amp_7	Ia_24_14478C00032.1	7451	630
471_5_amp_8	Ia_25_17329C00106.1	7628	630
471_5_amp_9	Ia_26_17150C00104.1	7516	630
471_5_amp_10	Ia_27_19479C00016.1	30013	630
471_5_amp_11	Ia_29_19480C00020.1	43130	630
471_5_amp_12	Ia_30_6268C00006.1	126079	630
471_5_amp_13	Ia_31_6270C00012.1	126197	630
471_9_amp_1	IV_17_22599C00038.1	4119	631
471_9_amp_2	IV_18_22602C00741.1	4342	631
471_9_amp_3	I_35_18770C00007.1	7050	631
471_9_amp_4	I_38_22827C00002.1	15394	631
471_9_amp_5	I_4_22608C00099.1	7601	631
471_9_amp_6	Ia_24_14478C00032.1	7449	631
471_9_amp_7	Ia_25_17329C00106.1	7626	631
471_9_amp_8	Ia_26_17150C00104.1	7514	631
471_9_amp_9	Ia_30_6268C00006.1	126077	631
471_20_amp_1	III_11_6264C00007.1	200945	460
471_20_amp_2	III_13_6010C00002.1	352307	460
471_20_amp_3	III_15_10759C00338.1	33961	460
471_20_amp_4	III_40_23543C00002.1	324605	460
471_20_amp_5	IV_16_6263.1	6038549	460
471_20_amp_6	IV_17_22599C00038.1	5563	460
471_20_amp_7	IV_18_22602C00741.1	3069	460
471_20_amp_8	IV_20_6269C00002.1	334562	460
471_20_amp_9	IV_39_21414C00019.1	7142	460
471_20_amp_10	IV_7_22597C00314.1	7147	460
471_20_amp_11	IV_8_22598C00049.1	15812	460
471_20_amp_12	I_2_22603C00032.1	36297	460
471_20_amp_13	I_6_22825C00010.1	39450	460
471_20_amp_14	Ia_22_14731C00013.1	6988	460
471_20_amp_15	Ia_23_10528C00227.1	4188	460
471_20_amp_16	Ia_27_19479C00016.1	31437	460
471_20_amp_17	Ia_28_14556C00137.1	753	460
471_20_amp_18	Ia_30_6268C00006.1	127503	460
471_20_amp_19	Ia_31_6270C00012.1	124943	460
471_20_amp_20	Ic_32_1122.1	1947045	460
471_20_amp_21	Ic_33_6266C00046.1	28313	460
471_20_amp_22	Ic_34_23503C00307.1	26995	460
471_20_amp_23	I_3_22829C00120.2	1702	460
72340_2_amp_1	IV_17_22599C00022.1	56523	514
72340_2_amp_2	IV_18_22602C01052.1	11241	514
72340_2_amp_3	I_1_22555C00002.1	245105	514
72340_2_amp_4	I_2_22603C00102.1	1166	514
72340_2_amp_5	I_35_18770C00001.1	277440	514
72340_2_amp_6	I_4_22608C00006.1	29542	514
72340_2_amp_7	I_6_22825C00261.1	4587	514
72340_2_amp_8	Ia_21_284.1	1120434	514
72340_2_amp_9	Ia_23_10528C00058.1	18429	514
72340_2_amp_10	Ia_24_14478C00039.1	21793	514
72340_2_amp_11	Ia_25_17329C00198.1	6701	514
72340_2_amp_12	Ia_26_17150C00183.1	6687	514
72340_2_amp_13	Ia_27_19479C00004.1	134961	514
72340_2_amp_14	Ia_29_19480C00003.1	304321	514
72340_2_amp_15	Ia_30_6268C00066.1	1897	514
72340_2_amp_16	Ia_31_6270C00015.1	114667	514
72340_2_amp_17	Ic_32_1122.1	640288	514
72340_2_amp_18	Ic_33_6266C00001.1	126260	514
72340_2_amp_19	Ic_34_23503C00200.1	55433	514
72340_2_amp_20	I_3_22829C00687.2	2287	514
72340_3	No amplification
72340_4_amp_1	I_6_22825C00261.1	4585	331
72340_4_amp_2	Ia_21_284.1	1120432	331
72340_4_amp_3	Ia_27_19479C00004.1	135146	331
72340_4_amp_4	Ia_29_19480C00003.1	304319	331
72340_4_amp_5	Ia_30_6268C00066.1	2082	331
72340_4_amp_6	Ia_31_6270C00015.1	114665	331
72340_13_amp_1	IV_16_6263.1	7708681	406
72340_13_amp_2	IV_17_22599C00022.1	57243	406
72340_13_amp_3	IV_18_22602C01052.1	11961	406
72340_13_amp_4	IV_20_6269C00009.1	433743	406
72340_13_amp_5	IV_39_21414C00220.1	63112	406
72340_13_amp_6	IV_7_22597C00341.1	1308	406
72340_13_amp_7	IV_8_22598C00188.1	1270	406
72340_13_amp_8	I_1_22555C00002.1	245825	406
72340_13_amp_9	I_35_18770C00001.1	278160	406
72340_13_amp_10	I_4_22608C00006.1	28930	406
72340_13_amp_11	Ia_24_14478C00039.1	22513	406
72340_13_amp_12	Ia_25_17329C00198.1	6089	406
72340_13_amp_13	Ia_26_17150C00183.1	6075	406
72340_14_amp_1	III_11_6264C00010.1	144836	520
72340_14_amp_2	III_12_6265C00005.1	92504	520
72340_14_amp_3	III_13_6010C00010.1	41247	520
72340_14_amp_4	III_15_10759C00383.1	39116	520
72340_14_amp_5	III_36_22311C00001.1	45570	520
72340_14_amp_6	III_37_9940C00272.1	21194	520
72340_14_amp_7	III_40_23543C00108.1	275074	520
72340_14_amp_8	IV_16_6263.1	7709055	520
72340_14_amp_9	IV_19_6271C00001.1	439992	520
72340_14_amp_10	IV_20_6269C00009.1	433255	520
72340_14_amp_11	IV_39_21414C00220.1	62624	520
72340_14_amp_12	IV_7_22597C00341.1	1682	520
72340_14_amp_13	IV_8_22598C00188.1	1644	520
72340_14_amp_14	I_1_22555C00002.1	245337	520
72340_14_amp_15	I_35_18770C00001.1	277672	520
72340_14_amp_16	I_38_22827C00311.1	7610	520
72340_14_amp_17	I_4_22608C00006.1	29304	520
72340_14_amp_18	I_5_22828C00001.2	243189	520
72340_14_amp_19	I_6_22825C00261.1	4819	520
72340_14_amp_20	Ia_21_284.1	1120666	520
72340_14_amp_21	Ia_22_14731C00016.1	14610	520
72340_14_amp_22	Ia_23_10528C00058.1	18661	520
72340_14_amp_23	Ia_24_14478C00039.1	22025	520
72340_14_amp_24	Ia_25_17329C00198.1	6463	520
72340_14_amp_25	Ia_26_17150C00183.1	6449	520
72340_14_amp_26	Ia_27_19479C00004.1	134723	520
72340_14_amp_27	Ia_28_14556C00003.1	42617	520
72340_14_amp_28	Ia_29_19480C00003.1	304553	520
72340_14_amp_29	Ia_30_6268C00066.1	1659	520
72340_14_amp_30	Ia_31_6270C00015.1	114899	520
72340_15_amp_1	IV_16_6263.1	7708676	396
72340_15_amp_2	IV_17_22599C00022.1	57258	396
72340_15_amp_3	IV_18_22602C01052.1	11976	396
72340_15_amp_4	IV_20_6269C00009.1	433758	396
72340_15_amp_5	IV_39_21414C00220.1	63127	396
72340_15_amp_6	IV_7_22597C00341.1	1303	396
72340_15_amp_7	IV_8_22598C00188.1	1265	396
72340_15_amp_8	I_1_22555C00002.1	245840	396
72340_15_amp_9	I_35_18770C00001.1	278175	396
72340_15_amp_10	I_4_22608C00006.1	28925	396
72340_15_amp_11	Ia_21_284.1	1121169	396
72340_15_amp_12	Ia_24_14478C00039.1	22528	396
72340_15_amp_13	Ia_25_17329C00198.1	6084	396
72340_15_amp_14	Ia_26_17150C00183.1	6070	396
72340_15_amp_15	Ia_29_19480C00003.1	305056	396
72340_15_amp_16	Ia_30_6268C00066.1	1280	396
72340_16_amp_1	III_11_6264C00010.1	144546	317
72340_16_amp_2	III_12_6265C00005.1	92214	317
72340_16_amp_3	III_13_6010C00010.1	41740	317
72340_16_amp_4	III_14_1121.1	7402330	317
72340_16_amp_5	III_15_10759C00383.1	39609	317
72340_16_amp_6	III_36_22311C00001.1	46063	317
72340_16_amp_7	III_37_9940C00272.1	21687	317
72340_16_amp_8	IV_16_6263.1	7708765	317
72340_16_amp_9	IV_17_22599C00022.1	57248	317
72340_16_amp_10	IV_18_22602C01052.1	11966	317
72340_16_amp_11	IV_39_21414C00220.1	63117	317
72340_16_amp_12	IV_7_22597C00341.1	1392	317
72340_16_amp_13	IV_8_22598C00188.1	1354	317
72340_16_amp_14	I_1_22555C00002.1	245830	317
72340_16_amp_15	I_35_18770C00001.1	278165	317
72340_16_amp_16	I_38_22827C00311.1	8103	317
72340_16_amp_17	I_4_22608C00006.1	29014	317
72340_16_amp_18	I_5_22828C00001.2	242899	317
72340_16_amp_19	Ia_23_10528C00058.1	19154	317
72340_16_amp_20	Ia_24_14478C00039.1	22518	317
72340_16_amp_21	Ia_25_17329C00198.1	6173	317
72340_16_amp_22	Ia_26_17150C00183.1	6159	317
72340_17_amp_1	III_11_6264C00010.1	144834	523
72340_17_amp_2	III_12_6265C00005.1	92502	523
72340_17_amp_3	III_13_6010C00010.1	41246	523
72340_17_amp_4	III_15_10759C00383.1	39115	523
72340_17_amp_5	III_36_22311C00001.1	45569	523
72340_17_amp_6	III_37_9940C00272.1	21193	523
72340_17_amp_7	III_40_23543C00108.1	275073	523
72340_17_amp_8	IV_16_6263.1	7709053	523
72340_17_amp_9	IV_19_6271C00001.1	439990	523
72340_17_amp_10	IV_20_6269C00009.1	433254	523
72340_17_amp_11	IV_39_21414C00220.1	62623	523
72340_17_amp_12	IV_7_22597C00341.1	1680	523
72340_17_amp_13	IV_8_22598C00188.1	1642	523
72340_17_amp_14	I_1_22555C00002.1	245336	523
72340_17_amp_15	I_35_18770C00001.1	277671	523
72340_17_amp_16	I_38_22827C00311.1	7609	523
72340_17_amp_17	I_4_22608C00006.1	29302	523
72340_17_amp_18	I_5_22828C00001.2	243187	523
72340_17_amp_19	I_6_22825C00261.1	4818	523
72340_17_amp_20	Ia_21_284.1	1120665	523
72340_17_amp_21	Ia_22_14731C00016.1	14609	523
72340_17_amp_22	Ia_23_10528C00058.1	18660	523
72340_17_amp_23	Ia_24_14478C00039.1	22024	523
72340_17_amp_24	Ia_25_17329C00198.1	6461	523
72340_17_amp_25	Ia_26_17150C00183.1	6447	523
72340_17_amp_26	Ia_27_19479C00004.1	134721	523
72340_17_amp_27	Ia_28_14556C00003.1	42616	523
72340_17_amp_28	Ia_29_19480C00003.1	304552	523
72340_17_amp_29	Ia_30_6268C00066.1	1657	523
72340_17_amp_30	Ia_31_6270C00015.1	114898	523
72340_20_amp_1	III_11_6264C00010.1	144436	428
72340_20_amp_2	III_12_6265C00005.1	92104	428
72340_20_amp_3	III_14_1121.1	7402220	428
72340_20_amp_4	III_36_22311C00001.1	46062	428
72340_20_amp_5	III_37_9940C00272.1	21686	428
72340_20_amp_6	III_40_23543C00108.1	275566	428
72340_20_amp_7	IV_17_22599C00022.1	57247	428
72340_20_amp_8	IV_18_22602C01052.1	11965	428
72340_20_amp_9	IV_19_6271C00001.1	439592	428
72340_20_amp_10	I_1_22555C00002.1	245829	428
72340_20_amp_11	I_35_18770C00001.1	278164	428
72340_20_amp_12	I_38_22827C00311.1	8102	428
72340_20_amp_13	I_4_22608C00006.1	28904	428
72340_20_amp_14	I_5_22828C00001.2	242789	428
72340_20_amp_15	Ia_23_10528C00058.1	19153	428
72340_20_amp_16	Ia_24_14478C00039.1	22517	428
72340_20_amp_17	Ia_25_17329C00198.1	6063	428
72340_20_amp_18	Ia_26_17150C00183.1	6049	428
72340_20_amp_19	Ia_30_6268C00066.1	1259	428
11_2_amp_1	IV_16_6263.1	1174011	528
11_2_amp_2	IV_39_21414C00216.1	14530	528
11_2_amp_3	IV_7_22597C00110.1	40532	528
11_2_amp_4	IV_8_22598C00217.1	8015	528
11_2_amp_5	I_1_22555C00006.1	253807	528
11_2_amp_6	I_35_18770C00013.1	81699	528
11_2_amp_7	I_4_22608C00009.1	67943	528
11_2_amp_8	Ia_21_284.1	6431817	528
11_2_amp_9	Ia_22_14731C00011.1	13379	528
11_2_amp_10	Ia_24_14478C00016.1	11924	528
11_2_amp_11	Ia_25_17329C00192.1	10942	528
11_2_amp_12	Ia_26_17150C00178.1	12135	528
11_2_amp_13	Ia_27_19479C00034.1	79353	528
11_2_amp_14	Ia_28_14556C00046.1	13377	528
11_2_amp_15	Ia_29_19480C00033.1	68510	528
11_2_amp_16	Ia_30_6268C00097.1	41836	528
11_2_amp_17	Ia_31_6270C00018.1	117196	528
11_2_amp_18	I_3_22829C00031.2	5139	528
11_4_amp_1	III_13_6010C00001.1	1638895	635
11_4_amp_2	III_15_10759C00219.1	14679	635
11_4_amp_3	IV_17_22599C00347.1	22695	635
11_4_amp_4	IV_18_22602C00540.1	6875	635
11_4_amp_5	I_1_22555C00006.1	253446	635
11_4_amp_6	I_2_22603C00048.1	25380	635
11_4_amp_7	I_35_18770C00013.1	81338	635
11_4_amp_8	I_38_22827C00289.1	21534	635
11_4_amp_9	I_4_22608C00009.1	68197	635
11_4_amp_10	Ia_22_14731C00011.1	13018	635
11_4_amp_11	Ia_24_14478C00016.1	12178	635
11_4_amp_12	Ia_25_17329C00192.1	11196	635
11_4_amp_13	Ia_26_17150C00178.1	12389	635
11_4_amp_14	Ia_28_14556C00046.1	13016	635
11_4_amp_15	Ia_30_6268C00097.1	41475	635
11_4_amp_16	I_3_22829C00031.2	5393	635
11_12_amp_1	III_11_6264C00005.1	407388	571
11_12_amp_2	III_12_6265C00052.1	31289	571
11_12_amp_3	III_14_1121.1	1205226	571
11_12_amp_4	III_36_22311C00024.1	83639	571
11_12_amp_5	III_37_9940C00343.1	27392	571
11_12_amp_6	III_40_23543C00152.1	341445	571
11_12_amp_7	II_10_6272C00029.1	261500	571
11_12_amp_8	II_9_2088.2	4505986	571
11_12_amp_9	I_38_22827C00289.1	21291	571
11_12_amp_10	I_5_22828C00041.2	11250	571
11_12_amp_11	I_6_22825C00026.1	16157	571
11_12_amp_12	Ia_21_284.1	6431828	571
11_12_amp_13	Ia_22_14731C00011.1	13325	571
11_12_amp_14	Ia_23_10528C00026.1	45965	571
11_12_amp_15	Ia_27_19479C00034.1	79299	571
11_12_amp_16	Ia_28_14556C00046.1	13323	571
11_12_amp_17	Ia_29_19480C00033.1	68521	571
11_12_amp_18	Ia_30_6268C00097.1	41782	571
11_12_amp_19	Ia_31_6270C00018.1	117142	571
11_12_amp_20	Ic_32_1122.1	4440138	571
11_12_amp_21	Ic_33_6266C00024.1	23540	571
11_12_amp_22	Ic_34_23503C00233.1	8628	571
11_12_amp_23	I_3_22829C00031.2	5150	571
11_15_amp_1	III_13_6010C00001.1	1639058	468
11_15_amp_2	IV_19_6271C00001.1	2667659	468
11_15_amp_3	I_1_22555C00006.1	253450	468
11_15_amp_4	I_2_22603C00048.1	25384	468
11_15_amp_5	I_35_18770C00013.1	81342	468
11_15_amp_6	I_38_22827C00289.1	21697	468
11_15_amp_7	I_4_22608C00009.1	68360	468
11_15_amp_8	I_5_22828C00041.2	11656	468
11_15_amp_9	I_6_22825C00026.1	15854	468
11_15_amp_10	Ia_22_14731C00011.1	13022	468
11_15_amp_11	Ia_23_10528C00026.1	45662	468
11_15_amp_12	Ia_24_14478C00016.1	12341	468
11_15_amp_13	Ia_25_17329C00192.1	11359	468
11_15_amp_14	Ia_26_17150C00178.1	12552	468
11_15_amp_15	Ia_28_14556C00046.1	13020	468
11_15_amp_16	Ia_30_6268C00097.1	41479	468
11_15_amp_17	I_3_22829C00031.2	5556	468
11_17_amp_1	III_11_6264C00005.1	407697	366
11_17_amp_2	III_14_1121.1	1205535	366
11_17_amp_3	III_36_22311C00024.1	83948	366
11_17_amp_4	III_37_9940C00343.1	27701	366
11_17_amp_5	III_41_22826C00124.1	10369	366
11_17_amp_6	IV_17_22599C00347.1	22348	366
11_17_amp_7	IV_18_22602C00540.1	7491	366
11_17_amp_8	I_1_22555C00006.1	254062	366
11_17_amp_9	I_35_18770C00013.1	81954	366
11_17_amp_10	I_38_22827C00289.1	21187	366
11_17_amp_11	I_4_22608C00009.1	67850	366
11_17_amp_12	Ia_21_284.1	6431724	366
11_17_amp_13	Ia_22_14731C00011.1	13634	366
11_17_amp_14	Ia_24_14478C00016.1	11831	366
11_17_amp_15	Ia_25_17329C00192.1	10849	366
11_17_amp_16	Ia_26_17150C00178.1	12042	366
11_17_amp_17	Ia_27_19479C00034.1	79608	366
11_17_amp_18	Ia_28_14556C00046.1	13632	366
11_17_amp_19	Ia_29_19480C00033.1	68417	366
11_17_amp_20	Ia_30_6268C00097.1	42091	366
11_17_amp_21	Ia_31_6270C00018.1	117451	366
11_18_amp_1	III_11_6264C00005.1	407529	411
11_18_amp_2	II_10_6272C00029.1	261641	411
11_18_amp_3	II_9_2088.2	4506005	411
11_18_amp_4	IV_19_6271C00001.1	2668103	411
11_18_amp_5	I_1_22555C00006.1	253894	411
11_18_amp_6	I_2_22603C00048.1	25828	411
11_18_amp_7	I_35_18770C00013.1	81786	411
11_18_amp_8	I_38_22827C00289.1	21310	411
11_18_amp_9	I_4_22608C00009.1	67973	411
11_18_amp_10	I_5_22828C00041.2	11269	411
11_18_amp_11	I_6_22825C00026.1	16298	411
11_18_amp_12	Ia_21_284.1	6431847	411
11_18_amp_13	Ia_22_14731C00011.1	13466	411
11_18_amp_14	Ia_23_10528C00026.1	46106	411
11_18_amp_15	Ia_24_14478C00016.1	11954	411
11_18_amp_16	Ia_25_17329C00192.1	10972	411
11_18_amp_17	Ia_26_17150C00178.1	12165	411
11_18_amp_18	Ia_27_19479C00034.1	79440	411
11_18_amp_19	Ia_28_14556C00046.1	13464	411
11_18_amp_20	Ia_29_19480C00033.1	68540	411
11_18_amp_21	Ia_30_6268C00097.1	41923	411
11_18_amp_22	Ia_31_6270C00018.1	117283	411
11_18_amp_23	Ic_32_1122.1	4440157	411
11_18_amp_24	Ic_33_6266C00024.1	23681	411
11_18_amp_25	Ic_34_23503C00233.1	8647	411
247690_1_amp_1	I_6_22825C00429.1	553	365
247690_1_amp_2	Ia_21_284.1	2424290	365
247690_1_amp_3	Ia_22_14731C00062.1	10794	365
247690_1_amp_4	Ia_27_19479C00005.1	183494	365
247690_1_amp_5	Ia_28_14556C00067.1	10773	365
247690_1_amp_6	Ia_29_19480C00039.1	66726	365
247690_1_amp_7	Ia_31_6270C00004.1	137203	365
247690_1_amp_8	I_3_22829C00726.2	4256	365
247690_2_amp_1	I_1_22555C00007.1	174353	553
247690_2_amp_2	I_35_18770C00002.1	172876	553
247690_2_amp_3	I_6_22825C00429.1	549	553
247690_2_amp_4	Ia_21_284.1	2424286	553
247690_2_amp_5	Ia_22_14731C00062.1	10610	553
247690_2_amp_6	Ia_27_19479C00005.1	183490	553
247690_2_amp_7	Ia_28_14556C00067.1	10589	553
247690_2_amp_8	Ia_29_19480C00039.1	66722	553
247690_2_amp_9	Ia_30_6268C00049.1	26012	553
247690_2_amp_10	Ia_31_6270C00004.1	137199	553
247690_3_amp_1	III_12_6265C00002.1	294892	590
247690_3_amp_2	III_40_23543C00036.1	68198	590
247690_3_amp_3	II_10_6272C00073.1	88455	590
247690_3_amp_4	II_9_2088.2	3608280	590
247690_3_amp_5	IV_17_22599C00134.1	28834	590
247690_3_amp_6	IV_18_22602C00646.1	609	590
247690_3_amp_7	Ic_32_1122.1	1721364	590
247690_3_amp_8	Ic_33_6266C00011.1	115575	590
247690_3_amp_9	Ic_34_23503C00002.1	76686	590
247690_4_amp_1	I_1_22555C00007.1	174355	552
247690_4_amp_2	I_35_18770C00002.1	172875	552
247690_4_amp_3	I_6_22825C00429.1	548	552
247690_4_amp_4	Ia_21_284.1	2424285	552
247690_4_amp_5	Ia_22_14731C00062.1	10612	552
247690_4_amp_6	Ia_27_19479C00005.1	183489	552
247690_4_amp_7	Ia_28_14556C00067.1	10591	552
247690_4_amp_8	Ia_29_19480C00039.1	66721	552
247690_4_amp_9	Ia_30_6268C00049.1	26014	552
247690_4_amp_10	Ia_31_6270C00004.1	137198	552
247690_5_amp_1	I_1_22555C00007.1	174356	552
247690_5_amp_2	I_35_18770C00002.1	172874	552
247690_6_amp_1	III_12_6265C00002.1	294890	591
247690_6_amp_2	III_40_23543C00036.1	68199	591
247690_6_amp_3	II_10_6272C00073.1	88456	591
247690_6_amp_4	II_9_2088.2	3608281	591
247690_6_amp_5	IV_17_22599C00134.1	28832	591
247690_6_amp_6	IV_18_22602C00646.1	607	591
247690_6_amp_7	Ic_32_1122.1	1721362	591
247690_6_amp_8	Ic_33_6266C00011.1	115576	591
247690_6_amp_9	Ic_34_23503C00002.1	76687	591
247690_7_amp_1	III_12_6265C00002.1	294889	412
247690_7_amp_2	III_40_23543C00036.1	68379	412
247690_7_amp_3	IV_17_22599C00134.1	28831	412
247690_7_amp_4	IV_18_22602C00646.1	606	412
247690_7_amp_5	Ia_23_10528C00196.1	7294	412
247690_7_amp_6	Ic_32_1122.1	1721361	412
247690_7_amp_7	Ic_33_6266C00011.1	115756	412
247690_7_amp_8	Ic_34_23503C00002.1	76867	412
247690_12_amp_1	I_1_22555C00007.1	174561	340
247690_12_amp_2	I_2_22603C00009.1	31056	340
247690_12_amp_3	I_35_18770C00002.1	172881	340
247690_12_amp_4	I_5_22828C00002.2	60427	340
247690_12_amp_5	I_3_22829C00726.2	4280	340
637_1_amp_1	I_38_22827C00311.1	16019	350
637_1_amp_2	Ia_27_19479C00004.1	125623	350
637_1_amp_3	Ia_30_6268C00065.1	79950	350
637_1_amp_4	Ia_31_6270C00015.1	124169	350
555_2_amp_1	III_11_6264C00009.1	188975	316
555_2_amp_2	III_14_1121.1	1473030	316
555_2_amp_3	III_36_22311C00053.1	35575	316
555_2_amp_4	III_37_9940C00242.1	4335	316
555_2_amp_5	III_41_22826C00185.1	4387	316
555_2_amp_6	IV_19_6271C00002.1	38626	316
555_2_amp_7	IV_39_21414C00270.1	17484	316
555_2_amp_8	IV_7_22597C00332.1	35805	316
555_2_amp_9	IV_8_22598C00067.1	17396	316
555_2_amp_10	Ia_21_284.1	6177208	316
555_2_amp_11	Ia_22_14731C00054.1	4178	316
555_2_amp_12	Ia_28_14556C00100.1	7829	316
555_2_amp_13	Ia_30_6268C00100.1	35399	316
555_3_amp_1	IV_16_6263.1	1438067	582
555_3_amp_2	IV_17_22599C00018.1	5888	582
555_3_amp_3	IV_18_22602C00556.1	25587	582
555_3_amp_4	IV_19_6271C00002.1	38108	582
555_3_amp_5	I_1_22555C00008.1	172098	585
555_3_amp_6	I_35_18770C00003.1	172136	585
555_3_amp_7	I_38_22827C00211.1	44803	585
555_3_amp_8	I_6_22825C00274.1	1850	585
555_3_amp_9	Ia_21_284.1	6176687	585
555_3_amp_10	Ia_23_10528C00003.1	67823	585
555_3_amp_11	Ia_27_19479C00014.1	72473	585
555_3_amp_12	Ia_29_19480C00005.1	180253	585
555_3_amp_13	Ia_30_6268C00100.1	35651	585
555_3_amp_14	Ia_31_6270C00005.1	139801	585
555_4_amp_1	III_11_6264C00009.1	189269	385
555_4_amp_2	III_14_1121.1	1473324	385
555_4_amp_3	III_36_22311C00053.1	35212	385
555_4_amp_4	III_37_9940C00242.1	3972	385
555_4_amp_5	III_41_22826C00185.1	4681	385
555_4_amp_6	IV_16_6263.1	1438109	385
555_4_amp_7	IV_19_6271C00002.1	38263	385
555_4_amp_8	IV_20_6269C00006.1	122352	385
555_4_amp_9	IV_39_21414C00270.1	17778	385
555_4_amp_10	IV_7_22597C00332.1	36099	385
555_4_amp_11	IV_8_22598C00067.1	17690	385
555_4_amp_12	I_6_22825C00274.1	2005	388
555_4_amp_13	Ia_21_284.1	6176842	388
555_4_amp_14	Ia_22_14731C00054.1	3812	388
555_4_amp_15	Ia_28_14556C00100.1	7463	388
555_4_amp_16	Ia_29_19480C00005.1	180295	388
555_4_amp_17	Ia_30_6268C00100.1	35693	388
555_5_amp_1	I_1_22555C00008.1	172173	467
555_5_amp_2	I_35_18770C00003.1	172211	467
555_5_amp_3	I_4_22608C00004.1	31589	467
555_5_amp_4	Ia_21_284.1	6176730	467
555_5_amp_5	Ia_24_14478C00007.1	15483	467
555_5_amp_6	Ia_25_17329C00180.1	31272	467
555_5_amp_7	Ia_26_17150C00166.1	52049	467
555_5_amp_8	Ia_29_19480C00005.1	180328	467
555_6_amp_1	I_6_22825C00274.1	1734	664
555_6_amp_2	Ia_21_284.1	6176571	664
555_6_amp_3	Ia_29_19480C00005.1	180290	664
555_6_amp_4	Ia_30_6268C00100.1	35688	664
555_6_amp_5	Ic_32_1122.1	4195399	664
555_6_amp_6	Ic_33_6266C00008.1	112625	664
555_6_amp_7	Ic_34_23503C00011.1	18502	664
18538_5_amp_1	IV_16_6263.1	2851225	503
18538_5_amp_2	IV_19_6271C00001.1	6456411	503
18538_5_amp_3	IV_39_21414C00225.1	62576	503
18538_5_amp_4	IV_7_22597C00273.1	52760	503
18538_5_amp_5	IV_8_22598C00110.1	5583	503
18538_5_amp_6	Ia_21_284.1	2331804	503
18538_5_amp_7	Ia_23_10528C00052.1	6402	503
18538_5_amp_8	Ia_27_19479C00005.1	94602	503
18538_5_amp_9	Ia_30_6268C00050.1	70561	503
18538_5_amp_10	Ia_31_6270C00004.1	48368	503
18538_5_amp_11	Ic_32_1122.1	1639942	503
18538_5_amp_12	Ic_33_6266C00020.1	33094	503
18538_5_amp_13	Ic_34_23503C00221.1	23410	503
22190_1_amp_1	I_2_22603C00121.1	4109	483
22190_1_amp_2	I_3_22829C00046.2	3328	483
22190_4	No amplification
22190_5	No amplification
22190_6_amp_1	Ia_21_284.1	1204862	443
22190_6_amp_2	Ia_22_14731C00021.1	4335	443
22190_6_amp_3	Ia_23_10528C00021.1	46209	443
22190_6_amp_4	Ia_27_19479C00004.1	50963	443
22190_6_amp_5	Ia_28_14556C00004.1	22057	443
22190_6_amp_6	Ia_29_19480C00008.1	237107	443
22190_6_amp_7	Ia_31_6270C00008.1	67968	443
22190_7_amp_1	III_12_6265C00005.1	7294	649
22190_7_amp_2	Ia_21_284.1	1204860	649
22190_7_amp_3	Ia_22_14731C00021.1	4131	649
22190_7_amp_4	Ia_23_10528C00021.1	46005	649
22190_7_amp_5	Ia_27_19479C00004.1	50759	649
22190_7_amp_6	Ia_28_14556C00004.1	21853	649
22190_7_amp_7	Ia_29_19480C00008.1	236903	649
22190_7_amp_8	Ia_30_6268C00065.1	3196	649
22190_7_amp_9	Ia_31_6270C00008.1	67966	649
817_1_amp_1	III_11_6264C00020.1	70567	610
817_1_amp_2	III_14_1121.1	7154085	610
817_1_amp_3	III_36_22311C00001.1	317528	610
817_1_amp_4	III_37_9940C00607.1	15943	610
817_1_amp_5	III_41_22826C00302.1	4609	610
817_1_amp_6	I_1_22555C00024.1	56302	610
817_1_amp_7	I_2_22603C00008.1	61641	610
817_1_amp_8	I_35_18770C00015.1	56210	610
817_1_amp_9	I_4_22608C00027.1	25195	610
817_1_amp_10	I_5_22828C00001.2	54825	610
817_1_amp_11	I_6_22825C00363.1	4440	610
817_1_amp_12	Ia_22_14731C00061.1	7193	610
817_1_amp_13	Ia_24_14478C00037.1	24988	610
817_1_amp_14	Ia_25_17329C00056.1	23042	610
817_1_amp_15	Ia_26_17150C00053.1	22830	610
817_1_amp_16	Ia_27_19479C00006.1	69213	610
817_1_amp_17	Ia_28_14556C00005.1	51130	610
817_1_amp_18	Ia_30_6268C00063.1	11437	610
817_1_amp_19	Ia_31_6270C00011.1	139993	610
817_5_amp_1	III_11_6264C00020.1	70569	610
817_5_amp_2	III_14_1121.1	7154083	610
817_5_amp_3	III_36_22311C00001.1	317530	610
817_5_amp_4	III_37_9940C00607.1	15941	610
817_5_amp_5	III_41_22826C00302.1	4607	610
817_5_amp_6	I_1_22555C00024.1	56304	610
817_5_amp_7	I_2_22603C00008.1	61639	610
817_5_amp_8	I_35_18770C00015.1	56212	610
817_5_amp_9	I_4_22608C00027.1	25193	610
817_5_amp_10	I_5_22828C00001.2	54823	610
817_5_amp_11	I_6_22825C00363.1	4442	610
817_5_amp_12	Ia_22_14731C00061.1	7191	610
817_5_amp_13	Ia_24_14478C00037.1	24990	610
