AmpId	SequenceId	PositionInSequence	Length
14855_2_amp_14	I_6_22825C00482.1	3152	605
14855_2_amp_15	Ia_21_284.1	7104408	605
14855_2_amp_16	Ia_22_14731C00002.1	12584	605
14855_2_amp_17	Ia_23_10528C00005.1	37568	605
14855_2_amp_18	Ia_24_14478C00088.1	453	605
14855_2_amp_19	Ia_25_17329C00212.1	14377	605
14855_2_amp_20	Ia_26_17150C00195.1	14401	605
14855_2_amp_21	Ia_27_19479C00009.1	49875	605
14855_2_amp_22	Ia_28_14556C00001.1	24245	605
14855_2_amp_23	Ia_29_19480C00011.1	202614	605
14855_2_amp_24	Ia_30_6268C00087.1	30215	605
14855_2_amp_25	Ia_31_6270C00006.1	21232	605
14855_2_amp_26	Ic_32_1122.1	5081120	605
14855_2_amp_27	Ic_33_6266C00015.1	37750	605
14855_2_amp_28	Ic_34_23503C00165.1	11329	605
14855_2_amp_29	I_3_22829C01047.2	304	605
14855_4_amp_1	III_11_6264C00036.1	12727	385
14855_4_amp_2	III_12_6265C00028.1	49714	385
14855_4_amp_3	III_13_6010C00006.1	667420	385
14855_4_amp_4	III_14_1121.1	427532	385
14855_4_amp_5	III_15_10759C00367.1	2966	385
14855_4_amp_6	III_36_22311C00045.1	46674	385
14855_4_amp_7	III_37_9940C00549.1	5922	385
14855_4_amp_8	III_40_23543C00163.1	39489	385
14855_4_amp_9	III_41_22826C00803.1	1330	385
14855_4_amp_10	II_10_6272C00051.1	105003	385
14855_4_amp_11	II_9_2088.2	5000530	385
14855_4_amp_12	IV_19_6271C00001.1	1925958	385
14855_4_amp_13	I_1_22555C00001.1	151256	385
14855_4_amp_14	I_2_22603C00103.1	16134	385
14855_4_amp_15	I_35_18770C00004.1	168746	385
14855_4_amp_16	I_38_22827C00110.1	1498	385
14855_4_amp_17	I_4_22608C00002.1	187569	385
14855_4_amp_18	I_5_22828C00012.2	8493	385
14855_4_amp_19	I_6_22825C00482.1	3141	385
14855_4_amp_20	Ia_21_284.1	7104397	385
14855_4_amp_21	Ia_22_14731C00002.1	12573	385
14855_4_amp_22	Ia_23_10528C00005.1	37799	385
14855_4_amp_23	Ia_24_14478C00088.1	684	385
14855_4_amp_24	Ia_25_17329C00212.1	14366	385
14855_4_amp_25	Ia_26_17150C00195.1	14390	385
14855_4_amp_26	Ia_27_19479C00009.1	49864	385
14855_4_amp_27	Ia_28_14556C00001.1	24234	385
14855_4_amp_28	Ia_29_19480C00011.1	202845	385
14855_4_amp_29	Ia_30_6268C00087.1	30446	385
14855_4_amp_30	Ia_31_6270C00006.1	21221	385
14855_4_amp_31	Ic_32_1122.1	5081109	385
14855_4_amp_32	Ic_33_6266C00015.1	37739	385
14855_4_amp_33	Ic_34_23503C00165.1	11560	385
14855_4_amp_34	I_3_22829C01047.2	293	385
14855_6_amp_1	III_11_6264C00036.1	12493	466
14855_6_amp_2	III_14_1121.1	427298	466
14855_6_amp_3	III_36_22311C00045.1	46827	466
14855_6_amp_4	III_37_9940C00549.1	5688	466
14855_6_amp_5	III_41_22826C00803.1	1096	466
14855_6_amp_6	II_10_6272C00051.1	105156	466
14855_6_amp_7	II_9_2088.2	5000683	466
14855_6_amp_8	IV_17_22599C00318.1	8412	466
14855_6_amp_9	IV_18_22602C00435.1	6777	466
14855_6_amp_10	I_1_22555C00001.1	151409	466
14855_6_amp_11	I_2_22603C00103.1	15900	466
14855_6_amp_12	I_35_18770C00004.1	168899	466
14855_6_amp_13	I_38_22827C00110.1	1264	466
14855_6_amp_14	I_4_22608C00002.1	187722	466
14855_6_amp_15	I_5_22828C00012.2	8646	466
14855_6_amp_16	I_6_22825C00482.1	3294	466
14855_6_amp_17	Ia_21_284.1	7104550	466
14855_6_amp_18	Ia_22_14731C00002.1	12726	466
14855_6_amp_19	Ia_23_10528C00005.1	37565	466
14855_6_amp_20	Ia_24_14478C00088.1	450	466
14855_6_amp_21	Ia_25_17329C00212.1	14519	466
14855_6_amp_22	Ia_26_17150C00195.1	14543	466
14855_6_amp_23	Ia_27_19479C00009.1	50017	466
14855_6_amp_24	Ia_28_14556C00001.1	24387	466
14855_6_amp_25	Ia_29_19480C00011.1	202611	466
14855_6_amp_26	Ia_30_6268C00087.1	30212	466
14855_6_amp_27	Ia_31_6270C00006.1	21374	466
14855_6_amp_28	Ic_32_1122.1	5081262	466
14855_6_amp_29	Ic_33_6266C00015.1	37892	466
14855_6_amp_30	Ic_34_23503C00165.1	11326	466
14855_6_amp_31	I_3_22829C01047.2	446	466
14855_7_amp_1	III_11_6264C00036.1	12495	463
14855_7_amp_2	III_14_1121.1	427300	463
14855_7_amp_3	III_36_22311C00045.1	46828	463
14855_7_amp_4	III_37_9940C00549.1	5690	463
14855_7_amp_5	III_41_22826C00803.1	1098	463
14855_7_amp_6	II_10_6272C00051.1	105157	463
14855_7_amp_7	II_9_2088.2	5000684	463
14855_7_amp_8	IV_17_22599C00318.1	8413	463
14855_7_amp_9	IV_18_22602C00435.1	6778	463
14855_7_amp_10	I_1_22555C00001.1	151410	463
14855_7_amp_11	I_2_22603C00103.1	15902	463
14855_7_amp_12	I_35_18770C00004.1	168900	463
14855_7_amp_13	I_38_22827C00110.1	1266	463
14855_7_amp_14	I_4_22608C00002.1	187723	463
14855_7_amp_15	I_5_22828C00012.2	8647	463
14855_7_amp_16	I_6_22825C00482.1	3295	463
14855_7_amp_17	Ia_21_284.1	7104551	463
14855_7_amp_18	Ia_22_14731C00002.1	12727	463
14855_7_amp_19	Ia_23_10528C00005.1	37567	463
14855_7_amp_20	Ia_24_14478C00088.1	452	463
14855_7_amp_21	Ia_25_17329C00212.1	14520	463
14855_7_amp_22	Ia_26_17150C00195.1	14544	463
14855_7_amp_23	Ia_27_19479C00009.1	50018	463
14855_7_amp_24	Ia_28_14556C00001.1	24388	463
14855_7_amp_25	Ia_29_19480C00011.1	202613	463
14855_7_amp_26	Ia_30_6268C00087.1	30214	463
14855_7_amp_27	Ia_31_6270C00006.1	21375	463
14855_7_amp_28	Ic_32_1122.1	5081263	463
14855_7_amp_29	Ic_33_6266C00015.1	37893	463
14855_7_amp_30	Ic_34_23503C00165.1	11328	463
14855_7_amp_31	I_3_22829C01047.2	447	463
14855_9_amp_1	III_11_6264C00036.1	12046	472
14855_9_amp_2	III_14_1121.1	426851	472
14855_9_amp_3	III_36_22311C00045.1	47268	472
14855_9_amp_4	III_37_9940C00549.1	5241	472
14855_9_amp_5	III_41_22826C00803.1	649	472
14855_9_amp_6	II_10_6272C00051.1	105597	472
14855_9_amp_7	II_9_2088.2	5001124	472
14855_9_amp_8	I_1_22555C00001.1	151850	472
14855_9_amp_9	I_2_22603C00103.1	15453	472
14855_9_amp_10	I_35_18770C00004.1	169340	472
14855_9_amp_11	I_4_22608C00002.1	188163	472
14855_9_amp_12	I_5_22828C00012.2	9087	472
14855_9_amp_13	I_6_22825C00482.1	3735	472
14855_9_amp_14	Ia_21_284.1	7104991	472
14855_9_amp_15	Ia_22_14731C00002.1	13167	472
14855_9_amp_16	Ia_23_10528C00005.1	37118	472
14855_9_amp_17	Ia_24_14478C00088.1	3	472
14855_9_amp_18	Ia_25_17329C00212.1	14960	472
14855_9_amp_19	Ia_26_17150C00195.1	14984	472
14855_9_amp_20	Ia_27_19479C00009.1	50458	472
14855_9_amp_21	Ia_28_14556C00001.1	24828	472
14855_9_amp_22	Ia_29_19480C00011.1	202164	472
14855_9_amp_23	Ia_30_6268C00087.1	29765	472
14855_9_amp_24	Ia_31_6270C00006.1	21815	472
14855_9_amp_25	Ic_32_1122.1	5081703	472
14855_9_amp_26	Ic_33_6266C00015.1	38333	472
14855_9_amp_27	Ic_34_23503C00165.1	10879	472
14855_10_amp_1	III_11_6264C00036.1	12571	389
14855_10_amp_2	III_12_6265C00028.1	49866	389
14855_10_amp_3	III_14_1121.1	427376	389
14855_10_amp_4	III_36_22311C00045.1	46826	389
14855_10_amp_5	III_37_9940C00549.1	5766	389
14855_10_amp_6	III_40_23543C00163.1	39641	389
14855_10_amp_7	III_41_22826C00803.1	1174	389
14855_10_amp_8	IV_17_22599C00318.1	8411	389
14855_10_amp_9	IV_18_22602C00435.1	6776	389
14855_10_amp_10	I_1_22555C00001.1	151408	389
14855_10_amp_11	I_2_22603C00103.1	15978	389
14855_10_amp_12	I_35_18770C00004.1	168898	389
14855_10_amp_13	I_38_22827C00110.1	1342	389
14855_10_amp_14	I_4_22608C00002.1	187721	389
14855_10_amp_15	I_5_22828C00012.2	8645	389
14855_10_amp_16	I_6_22825C00482.1	3293	389
14855_10_amp_17	Ia_21_284.1	7104549	389
14855_10_amp_18	Ia_22_14731C00002.1	12725	389
14855_10_amp_19	Ia_23_10528C00005.1	37643	389
14855_10_amp_20	Ia_24_14478C00088.1	528	389
14855_10_amp_21	Ia_25_17329C00212.1	14518	389
14855_10_amp_22	Ia_26_17150C00195.1	14542	389
14855_10_amp_23	Ia_27_19479C00009.1	50016	389
14855_10_amp_24	Ia_28_14556C00001.1	24386	389
14855_10_amp_25	Ia_29_19480C00011.1	202689	389
14855_10_amp_26	Ia_30_6268C00087.1	30290	389
14855_10_amp_27	Ia_31_6270C00006.1	21373	389
14855_10_amp_28	I_3_22829C01047.2	445	389
14855_11_amp_1	III_11_6264C00036.1	12052	467
14855_11_amp_2	III_12_6265C00028.1	50307	467
14855_11_amp_3	III_14_1121.1	426857	467
14855_11_amp_4	III_36_22311C00045.1	47267	467
14855_11_amp_5	III_37_9940C00549.1	5247	467
14855_11_amp_6	III_40_23543C00163.1	40082	467
14855_11_amp_7	III_41_22826C00803.1	655	467
14855_11_amp_8	II_10_6272C00051.1	105596	467
14855_11_amp_9	II_9_2088.2	5001123	467
14855_11_amp_10	I_1_22555C00001.1	151849	467
14855_11_amp_11	I_2_22603C00103.1	15459	467
14855_11_amp_12	I_35_18770C00004.1	169339	467
14855_11_amp_13	I_4_22608C00002.1	188162	467
14855_11_amp_14	I_5_22828C00012.2	9086	467
14855_11_amp_15	I_6_22825C00482.1	3734	467
14855_11_amp_16	Ia_21_284.1	7104990	467
14855_11_amp_17	Ia_22_14731C00002.1	13166	467
14855_11_amp_18	Ia_23_10528C00005.1	37124	467
14855_11_amp_19	Ia_24_14478C00088.1	9	467
14855_11_amp_20	Ia_25_17329C00212.1	14959	467
14855_11_amp_21	Ia_26_17150C00195.1	14983	467
14855_11_amp_22	Ia_27_19479C00009.1	50457	467
14855_11_amp_23	Ia_28_14556C00001.1	24827	467
14855_11_amp_24	Ia_29_19480C00011.1	202170	467
14855_11_amp_25	Ia_30_6268C00087.1	29771	467
14855_11_amp_26	Ia_31_6270C00006.1	21814	467
14855_11_amp_27	Ic_32_1122.1	5081702	467
14855_11_amp_28	Ic_33_6266C00015.1	38332	467
14855_11_amp_29	Ic_34_23503C00165.1	10885	467
14855_12_amp_1	III_11_6264C00036.1	12053	462
14855_12_amp_2	III_14_1121.1	426858	462
14855_12_amp_3	III_36_22311C00045.1	47271	462
14855_12_amp_4	III_37_9940C00549.1	5248	462
14855_12_amp_5	III_41_22826C00803.1	656	462
14855_12_amp_6	II_10_6272C00051.1	105600	462
14855_12_amp_7	II_9_2088.2	5001127	462
14855_12_amp_8	I_1_22555C00001.1	151853	462
14855_12_amp_9	I_2_22603C00103.1	15460	462
14855_12_amp_10	I_35_18770C00004.1	169343	462
14855_12_amp_11	I_4_22608C00002.1	188166	462
14855_12_amp_12	I_5_22828C00012.2	9090	462
14855_12_amp_13	I_6_22825C00482.1	3738	462
14855_12_amp_14	Ia_21_284.1	7104994	462
14855_12_amp_15	Ia_22_14731C00002.1	13170	462
14855_12_amp_16	Ia_23_10528C00005.1	37125	462
14855_12_amp_17	Ia_24_14478C00088.1	10	462
14855_12_amp_18	Ia_25_17329C00212.1	14963	462
14855_12_amp_19	Ia_26_17150C00195.1	14987	462
14855_12_amp_20	Ia_27_19479C00009.1	50461	462
14855_12_amp_21	Ia_28_14556C00001.1	24831	462
14855_12_amp_22	Ia_29_19480C00011.1	202171	462
14855_12_amp_23	Ia_30_6268C00087.1	29772	462
14855_12_amp_24	Ia_31_6270C00006.1	21818	462
14855_12_amp_25	Ic_32_1122.1	5081706	462
14855_12_amp_26	Ic_33_6266C00015.1	38336	462
14855_12_amp_27	Ic_34_23503C00165.1	10886	462
14855_13_amp_1	III_11_6264C00036.1	12047	544
14855_13_amp_2	III_12_6265C00028.1	50235	544
14855_13_amp_3	III_13_6010C00006.1	666740	544
14855_13_amp_4	III_14_1121.1	426852	544
14855_13_amp_5	III_15_10759C00367.1	3487	544
14855_13_amp_6	III_36_22311C00045.1	47195	544
14855_13_amp_7	III_37_9940C00549.1	5242	544
14855_13_amp_8	III_40_23543C00163.1	40010	544
14855_13_amp_9	III_41_22826C00803.1	650	544
14855_13_amp_10	I_1_22555C00001.1	151777	544
14855_13_amp_11	I_2_22603C00103.1	15454	544
14855_13_amp_12	I_35_18770C00004.1	169267	544
14855_13_amp_13	I_4_22608C00002.1	188090	544
14855_13_amp_14	I_5_22828C00012.2	9014	544
14855_13_amp_15	I_6_22825C00482.1	3662	544
14855_13_amp_16	Ia_21_284.1	7104918	544
14855_13_amp_17	Ia_22_14731C00002.1	13094	544
14855_13_amp_18	Ia_23_10528C00005.1	37119	544
14855_13_amp_19	Ia_24_14478C00088.1	4	544
14855_13_amp_20	Ia_25_17329C00212.1	14887	544
14855_13_amp_21	Ia_26_17150C00195.1	14911	544
14855_13_amp_22	Ia_27_19479C00009.1	50385	544
14855_13_amp_23	Ia_28_14556C00001.1	24755	544
14855_13_amp_24	Ia_29_19480C00011.1	202165	544
14855_13_amp_25	Ia_30_6268C00087.1	29766	544
14855_13_amp_26	Ia_31_6270C00006.1	21742	544
14855_18_amp_1	III_11_6264C00036.1	12569	393
14855_18_amp_2	III_12_6265C00028.1	49864	393
14855_18_amp_3	III_40_23543C00163.1	39639	393
14855_18_amp_4	I_1_22555C00001.1	151406	393
14855_18_amp_5	I_35_18770C00004.1	168896	393
14855_18_amp_6	I_38_22827C00110.1	1340	393
14855_18_amp_7	I_4_22608C00002.1	187719	393
14855_18_amp_8	I_5_22828C00012.2	8643	393
14855_18_amp_9	Ia_21_284.1	7104547	393
14855_18_amp_10	Ia_22_14731C00002.1	12723	393
14855_18_amp_11	Ia_23_10528C00005.1	37641	393
14855_18_amp_12	Ia_24_14478C00088.1	526	393
14855_18_amp_13	Ia_25_17329C00212.1	14516	393
14855_18_amp_14	Ia_26_17150C00195.1	14540	393
14855_18_amp_15	Ia_27_19479C00009.1	50014	393
14855_18_amp_16	Ia_28_14556C00001.1	24384	393
14855_18_amp_17	Ia_29_19480C00011.1	202687	393
14855_18_amp_18	Ia_30_6268C00087.1	30288	393
14855_18_amp_19	Ia_31_6270C00006.1	21371	393
14855_18_amp_20	I_3_22829C01047.2	443	393
33333_4_amp_1	III_13_6010C00001.1	1647071	486
33333_4_amp_2	III_15_10759C00219.1	6655	486
33333_4_amp_3	IV_16_6263.1	1164574	486
33333_4_amp_4	IV_17_22599C00347.1	31603	486
33333_4_amp_5	IV_18_22602C00900.1	1741	486
33333_4_amp_6	I_2_22603C00048.1	16859	486
33333_4_amp_7	I_38_22827C00289.1	30233	486
33333_4_amp_8	I_5_22828C00041.2	20250	486
33333_4_amp_9	I_6_22825C00026.1	7371	486
33333_4_amp_10	Ia_21_284.1	6440684	486
33333_4_amp_11	Ia_22_14731C00011.1	4575	486
33333_4_amp_12	Ia_23_10528C00026.1	37156	486
33333_4_amp_13	Ia_27_19479C00034.1	70511	486
33333_4_amp_14	Ia_28_14556C00046.1	4575	486
33333_4_amp_15	Ia_29_19480C00033.1	77404	486
33333_4_amp_16	Ia_30_6268C00097.1	32963	486
33333_4_amp_17	Ia_31_6270C00018.1	108345	486
33333_4_amp_18	Ic_32_1122.1	4448706	486
33333_4_amp_19	Ic_33_6266C00024.1	15057	486
33333_4_amp_20	Ic_34_23503C00244.1	3646	486
33333_4_amp_21	I_3_22829C00031.2	14292	486
33333_5_amp_1	III_13_6010C00001.1	1647070	490
33333_5_amp_2	III_15_10759C00219.1	6652	490
33333_5_amp_3	IV_16_6263.1	1164571	490
33333_5_amp_4	IV_17_22599C00347.1	31602	490
33333_5_amp_5	IV_18_22602C00900.1	1738	490
33333_5_amp_6	I_2_22603C00048.1	16856	490
33333_5_amp_7	I_38_22827C00289.1	30232	490
33333_5_amp_8	I_5_22828C00041.2	20249	490
33333_5_amp_9	I_6_22825C00026.1	7368	490
33333_5_amp_10	Ia_21_284.1	6440683	490
33333_5_amp_11	Ia_22_14731C00011.1	4572	490
33333_5_amp_12	Ia_23_10528C00026.1	37153	490
33333_5_amp_13	Ia_27_19479C00034.1	70508	490
33333_5_amp_14	Ia_28_14556C00046.1	4572	490
33333_5_amp_15	Ia_29_19480C00033.1	77403	490
33333_5_amp_16	Ia_30_6268C00097.1	32960	490
33333_5_amp_17	Ia_31_6270C00018.1	108342	490
33333_5_amp_18	Ic_32_1122.1	4448705	490
33333_5_amp_19	Ic_33_6266C00024.1	15054	490
33333_5_amp_20	Ic_34_23503C00244.1	3645	490
33333_5_amp_21	I_3_22829C00031.2	14291	490
33333_7_amp_1	IV_16_6263.1	1165029	509
33333_7_amp_2	IV_17_22599C00347.1	31125	509
33333_7_amp_3	IV_18_22602C00900.1	2196	509
33333_7_amp_4	IV_19_6271C00001.1	2659209	509
33333_7_amp_5	IV_20_6269C00006.1	385096	509
33333_7_amp_6	I_1_22555C00006.1	245382	509
33333_7_amp_7	I_2_22603C00048.1	17314	509
33333_7_amp_8	I_35_18770C00013.1	73274	509
33333_7_amp_9	I_38_22827C00289.1	29755	509
33333_7_amp_10	I_4_22608C00009.1	76386	509
33333_7_amp_11	I_6_22825C00026.1	7826	509
33333_7_amp_12	Ia_21_284.1	6440206	509
33333_7_amp_13	Ia_22_14731C00011.1	5030	509
33333_7_amp_14	Ia_23_10528C00026.1	37611	509
33333_7_amp_15	Ia_24_14478C00016.1	20423	509
33333_7_amp_16	Ia_25_17329C00192.1	19441	509
33333_7_amp_17	Ia_26_17150C00178.1	20634	509
33333_7_amp_18	Ia_27_19479C00034.1	70966	509
33333_7_amp_19	Ia_28_14556C00046.1	5030	509
33333_7_amp_20	Ia_29_19480C00033.1	76926	509
33333_7_amp_21	Ia_30_6268C00097.1	33418	509
33333_7_amp_22	Ia_31_6270C00018.1	108800	509
33333_7_amp_23	Ic_32_1122.1	4448228	509
33333_7_amp_24	Ic_33_6266C00024.1	15512	509
33333_7_amp_25	Ic_34_23503C00244.1	3168	509
33333_7_amp_26	I_3_22829C00031.2	13814	509
596983_1_amp_1	III_11_6264C00011.1	204546	428
596983_1_amp_2	III_13_6010C00003.1	919740	449
596983_1_amp_3	III_14_1121.1	2886040	482
596983_1_amp_4	III_15_10759C00394.1	57426	449
596983_1_amp_5	III_36_22311C00008.1	121165	491
596983_1_amp_6	III_37_9940C00369.1	21570	482
596983_1_amp_7	III_41_22826C00356.1	2543	482
596983_1_amp_8	IV_16_6263.1	5768747	440
596983_1_amp_9	IV_17_22599C00156.1	69802	440
596983_1_amp_10	IV_18_22602C00656.1	3708	440
596983_1_amp_11	IV_19_6271C00001.1	2787920	440
596983_1_amp_12	IV_20_6269C00002.1	90519	440
596983_1_amp_13	IV_39_21414C00014.1	28870	440
596983_1_amp_14	IV_7_22597C00104.1	2029	440
596983_1_amp_15	IV_8_22598C00002.1	28993	440
596983_1_amp_16	I_6_22825C00387.1	2488	560
596983_1_amp_17	Ia_21_284.1	6008187	605
596983_1_amp_18	Ia_27_19479C00027.1	6478	530
596983_1_amp_19	Ia_29_19480C00031.1	3917	578
596983_1_amp_20	Ia_30_6268C00106.1	5703	512
596983_1_amp_21	Ia_31_6270C00060.1	6619	530
596983_2_amp_1	III_11_6264C00011.1	204547	423
596983_2_amp_2	III_13_6010C00003.1	919741	444
596983_2_amp_3	III_14_1121.1	2886041	477
596983_2_amp_4	III_15_10759C00394.1	57427	444
596983_2_amp_5	III_36_22311C00008.1	121169	486
596983_2_amp_6	III_37_9940C00369.1	21571	477
596983_2_amp_7	III_41_22826C00356.1	2544	477
596983_2_amp_8	IV_16_6263.1	5768751	435
596983_2_amp_9	IV_17_22599C00156.1	69803	435
596983_2_amp_10	IV_18_22602C00656.1	3709	435
596983_2_amp_11	IV_19_6271C00001.1	2787921	435
596983_2_amp_12	IV_20_6269C00002.1	90523	435
596983_2_amp_13	IV_39_21414C00014.1	28871	435
596983_2_amp_14	IV_7_22597C00104.1	2033	435
596983_2_amp_15	IV_8_22598C00002.1	28994	435
596983_2_amp_16	I_5_22828C00022.2	65027	501
596983_2_amp_17	I_6_22825C00387.1	2489	555
596983_2_amp_18	Ia_21_284.1	6008191	600
596983_2_amp_19	Ia_27_19479C00027.1	6479	525
596983_2_amp_20	Ia_29_19480C00031.1	3918	573
596983_2_amp_21	Ia_30_6268C00106.1	5704	507
596983_2_amp_22	Ia_31_6270C00060.1	6620	525
49961_2_amp_1	III_11_6264C00002.1	58387	347
49961_2_amp_2	III_12_6265C00015.1	89593	347
49961_2_amp_3	III_14_1121.1	5853000	347
49961_2_amp_4	III_36_22311C00015.1	114096	347
49961_2_amp_5	III_37_9940C00504.1	23409	347
49961_2_amp_6	III_40_23543C00102.1	49277	347
49961_2_amp_7	III_41_22826C00347.1	1900	347
49961_2_amp_8	IV_19_6271C00001.1	4562557	347
49961_2_amp_9	I_1_22555C00016.1	122504	347
49961_2_amp_10	I_2_22603C00135.1	2494	347
49961_2_amp_11	I_35_18770C00030.1	50181	347
49961_2_amp_12	I_38_22827C00355.1	8866	347
49961_2_amp_13	I_4_22608C00043.1	49667	347
49961_2_amp_14	I_5_22828C00017.2	76211	347
49961_2_amp_15	I_6_22825C00453.1	414	347
49961_2_amp_16	Ia_21_284.1	3109579	347
49961_2_amp_17	Ia_22_14731C00025.1	13246	347
49961_2_amp_18	Ia_23_10528C00193.1	9959	347
49961_2_amp_19	Ia_24_14478C00035.1	10608	347
49961_2_amp_20	Ia_25_17329C00114.1	19731	347
49961_2_amp_21	Ia_26_17150C00108.1	19675	347
49961_2_amp_22	Ia_27_19479C00020.1	24899	347
49961_2_amp_23	Ia_28_14556C00024.1	17916	347
49961_2_amp_24	Ia_29_19480C00010.1	170712	347
49961_2_amp_25	Ia_31_6270C00016.1	100873	347
49961_2_amp_26	Ic_32_1122.1	3100546	347
49961_2_amp_27	Ic_33_6266C00023.1	64727	347
49961_2_amp_28	Ic_34_23503C00384.1	18812	347
49961_2_amp_29	I_3_22829C00177.2	2344	347
49961_5_amp_1	III_11_6264C00002.1	58543	305
49961_5_amp_2	III_13_6010C00002.1	850566	305
49961_5_amp_3	III_14_1121.1	5853156	305
49961_5_amp_4	III_15_10759C00379.1	5142	305
49961_5_amp_5	III_36_22311C00015.1	113982	305
49961_5_amp_6	III_37_9940C00504.1	23565	305
49961_5_amp_7	III_41_22826C00347.1	2056	305
49961_5_amp_8	IV_16_6263.1	4585291	305
49961_5_amp_9	IV_17_22599C00068.1	21385	305
49961_5_amp_10	IV_18_22602C00763.1	1172	305
49961_5_amp_11	IV_19_6271C00001.1	4562713	305
49961_5_amp_12	IV_20_6269C00011.1	1575078	305
49961_5_amp_13	IV_39_21414C00094.1	8214	305
49961_5_amp_14	IV_7_22597C00130.1	7970	305
49961_5_amp_15	IV_8_22598C00403.1	42109	305
49961_5_amp_16	I_1_22555C00016.1	122660	305
49961_5_amp_17	I_2_22603C00135.1	2650	305
49961_5_amp_18	I_35_18770C00030.1	50067	305
49961_5_amp_19	I_38_22827C00355.1	9022	305
49961_5_amp_20	I_4_22608C00043.1	49553	305
49961_5_amp_21	I_6_22825C00453.1	300	305
49961_5_amp_22	Ia_21_284.1	3109465	305
49961_5_amp_23	Ia_22_14731C00025.1	13132	305
49961_5_amp_24	Ia_23_10528C00193.1	9845	305
49961_5_amp_25	Ia_24_14478C00035.1	10494	305
49961_5_amp_26	Ia_25_17329C00114.1	19887	305
49961_5_amp_27	Ia_26_17150C00108.1	19831	305
49961_5_amp_28	Ia_27_19479C00020.1	25055	305
49961_5_amp_29	Ia_28_14556C00024.1	17802	305
49961_5_amp_30	Ia_29_19480C00010.1	170598	305
49961_5_amp_31	Ia_30_6268C00018.1	177494	305
49961_5_amp_32	Ia_31_6270C00016.1	100759	305
49961_5_amp_33	Ic_32_1122.1	3100702	305
49961_5_amp_34	Ic_33_6266C00023.1	64613	305
49961_5_amp_35	Ic_34_23503C00384.1	18698	305
49961_5_amp_36	I_3_22829C00177.2	2500	305
292_3_amp_1	IV_16_6263.1	2041578	614
292_3_amp_2	IV_17_22599C00346.1	7755	614
292_3_amp_3	IV_18_22602C00809.1	23352	614
292_3_amp_4	IV_19_6271C00002.1	1192262	614
292_3_amp_5	IV_20_6269C00003.1	118049	614
292_3_amp_6	IV_39_21414C00195.1	21889	614
292_3_amp_7	IV_7_22597C00359.1	18666	614
292_3_amp_8	IV_8_22598C00225.1	5289	614
292_3_amp_9	I_1_22555C00033.1	51001	614
292_3_amp_10	I_2_22603C00082.1	5844	614
292_3_amp_11	I_35_18770C00034.1	5394	614
292_3_amp_12	I_38_22827C00254.1	4211	614
292_3_amp_13	I_4_22608C00057.1	5625	614
292_3_amp_14	I_5_22828C00029.2	5698	614
292_3_amp_15	I_6_22825C00416.1	1098	614
292_3_amp_16	Ia_21_284.1	5694227	614
292_3_amp_17	Ia_22_14731C00264.1	1099	614
292_3_amp_18	Ia_23_10528C00219.1	5325	614
292_3_amp_19	Ia_24_14478C00023.1	3886	614
292_3_amp_20	Ia_25_17329C00163.1	37704	614
292_3_amp_21	Ia_26_17150C00150.1	37705	614
292_3_amp_22	Ia_27_19479C00037.1	66362	614
292_3_amp_23	Ia_28_14556C00021.1	31817	614
292_3_amp_24	Ia_29_19480C00040.1	6300	614
292_3_amp_25	Ia_30_6268C00107.1	6215	614
292_3_amp_26	Ia_31_6270C00039.1	6121	614
292_3_amp_27	Ic_32_1122.1	3807966	614
292_3_amp_28	Ic_33_6266C00035.1	4119	614
292_3_amp_29	Ic_34_23503C00402.1	4168	614
292_3_amp_30	I_3_22829C00581.2	1197	614
292_18_amp_1	III_11_6264C00035.1	7579	418
292_18_amp_2	III_12_6265C00014.1	112119	418
292_18_amp_3	III_13_6010C00002.1	21843	418
292_18_amp_4	III_14_1121.1	2025459	418
292_18_amp_5	III_15_10759C00369.1	30954	418
292_18_amp_6	III_36_22311C00038.1	6799	418
292_18_amp_7	III_37_9940C00433.1	28558	418
292_18_amp_8	III_40_23543C00058.1	160996	418
292_18_amp_9	III_41_22826C00615.1	1666	418
292_18_amp_10	IV_16_6263.1	2041268	418
292_18_amp_11	IV_17_22599C00346.1	7445	418
292_18_amp_12	IV_18_22602C00809.1	23858	418
292_18_amp_13	IV_19_6271C00002.1	1192768	418
292_18_amp_14	IV_20_6269C00003.1	118555	418
292_18_amp_15	I_1_22555C00033.1	51507	418
292_18_amp_16	I_2_22603C00082.1	5534	418
292_18_amp_17	I_35_18770C00034.1	5084	418
292_18_amp_18	I_38_22827C00254.1	4717	418
292_18_amp_19	I_4_22608C00057.1	5315	418
292_18_amp_20	I_5_22828C00029.2	5388	418
292_18_amp_21	I_6_22825C00416.1	1604	418
292_18_amp_22	Ia_21_284.1	5694733	418
292_18_amp_23	Ia_22_14731C00264.1	1605	418
292_18_amp_24	Ia_23_10528C00219.1	5015	418
292_18_amp_25	Ia_24_14478C00023.1	3576	418
292_18_amp_26	Ia_25_17329C00163.1	38210	418
292_18_amp_27	Ia_26_17150C00150.1	38211	418
292_18_amp_28	Ia_27_19479C00037.1	66868	418
292_18_amp_29	Ia_28_14556C00021.1	32323	418
292_18_amp_30	Ia_29_19480C00040.1	5990	418
292_18_amp_31	Ia_30_6268C00107.1	5905	418
